2019-11-23 10:34:15,b'BTC China Crackdown Sparks #Crypto Carnage #Bitcoin Breaks 7k Month Lows SPY QQQ',20044
2019-11-23 10:34:05,b'Defensive Assets Stop Working SPY QQQ DJIA DIA GLD SLV #stockmarket #investing #finance',20044
2019-11-23 10:34:00,b'Index Volume Speculation Rolling SPY QQQ DJIA DIA GLD SLV #stockmark',20044
2019-11-23 10:33:42,b'Bridgewater Bets 15 Billion Market Crash March @RoryTDC SPY QQQ DJIA DIA',20044
2019-11-23 10:33:36,b'Gold Poised Pleasant Holiday Rally @RoryTDC SPY QQQ DJIA DIA GLD SLV #stockmarket',20044
2019-11-23 10:33:32,b'7525 Rule Need Outperform Market Returns 1200 @RoryTDC SPY QQQ DJIA DIA',20044
2019-11-23 10:33:28,b'Apple Inc AAPL surprised market Q4 result Goldman Sachs changed rating Buy Apple Inc AAPL',16
2019-11-23 10:33:05,b'Medicare Reason Drop Health care Stocks article @MarketRealist SPY QQ',20044
2019-11-23 10:32:53,b'Stock Market Rally Driven Weak Economy @RoryTDC SPY QQQ DJIA DIA GLD',20044
2019-11-23 10:30:00,b'#AAPL new one TradingView',329
2019-11-23 10:25:55,b'Celebrating 100 extraordinary game Apple Arcade iPhone iPad Apple TV Mac Find everything action',814
2019-11-23 10:25:40,b'Celebrating 100 extraordinary game Apple Arcade iPhone iPad Apple TV Mac Find everything action',694
2019-11-23 10:18:56,b'Buffett Making American Capitalist SPY PG KO PEP DG AAPL',1136
2019-11-23 10:03:35,b'Celebrating 100 extraordinary game Apple Arcade iPhone iPad Apple TV Mac Find everything action',28
2019-11-23 10:01:20,b'Cool graphic @LeutholdGroup showing AAPL along stock recent history reached weigh',49
2019-11-23 09:56:19,b'Reason @realDonaldTrump get elected admin aapl went 500000000000 market cap',1232
2019-11-23 09:43:50,b'Clear evidence Google union vulnerability',151
2019-11-23 09:40:05,b'15 Steve #Jobs inspiring quote AAPL',7042
2019-11-23 09:37:46,b'XLK Technology led MSFT AAPL much higher go top component',12569
2019-11-23 09:32:07,b'Satya Nadella turnaround Microsoft name etched history alongside CEOs like Jack Welch amp Steve Job',98
2019-11-23 09:10:57,b'Apple break ground 1B 3M square foot campus initially house 5000 employee expected',238
2019-11-23 09:08:20,b'Celebrating 100 extraordinary game Apple Arcade iPhone iPad Apple TV Mac Find everything action',243
2019-11-23 09:06:40,b'Top 10 SPX contributor YTD account 293 total return bit high breadth strong w434 YTD annual',2573
2019-11-23 09:06:38,b'Friday clip abbreviated note morning Quick thought around name Go List aapl',2573
